pais_de_origem;razao_social;cnpj;logradouro;cidade;uf;cep;e_mail;cotm;vigencia Mês;Vigência Dia;Vigência Ano
BRASIL;Eduardo T. Bernardo Transportes - Me;9174658000194;Rua André Rodrigues Cara, nº 5452 - Ipanema do Meio;Sorocaba;SP;18052591;contato@etgtransportes.com.br;0607-0214;2;4;2024
BRASIL;Hebrom Transportes E Logística Ltda - Me;26635898000168;Rua José Tótora, nº 418, sala 1 - Central Parque;Sorocaba;SP;18051005;klebia@cialogsolucoes.com.br;0923-0818;8;21;2028
BRASIL;Gálatas Express Eireli - Epp;26474159000131;Rua José Tótora, nº 418, sala 3 - Central Parque;Sorocaba;SP;18051005;FISCAL.FERRAZCON@HOTMAIL.COM;0922-0818;8;21;2028
BRASIL;Givova Transportes E Logística Eireli;36113872000103;RUA FERNADES VIEIRA Nº 142 - SALA 1 - VILA BARÃO;Sorocaba;SP;18060660;FINANCEIRO@GIVOVATRANSPORTES.COM.BR;1156-0421;4;26;2031
BRASIL;Bona Log Logística E Transporte Eireli;28201083000104;ALAMEDA CIESP, Nº 240 - CENTRO EMPRESARIAL;Sorocaba;SP;18086404;caio.reis@bonalog.com.br;1252-0522;5;11;2032
BRASIL;Carbolog Ltda;39830947000165;AV DOUTOR ANTÔNIO DE SOUZA NETTO, Nº 362, SL D - APARECIDINHA;Sorocaba;SP;18087210;b.yung@grupounimetal.com.br;1194-1021;10;8;2031
BRASIL;Jetta Transportes E Logística Ltda;15387508000161;AV. PEDRO PASCOAL DOS SANTOS, Nº 410, BLOCO 03, GALPÃO 02 - RESIDENCIAL PARQUE SUMARÉ;Sumaré;SP;13178561;jetta@jettatransportes.com.br;1280-0822;8;18;2032
BRASIL;Swift Log Logística Ltda;10391707000120;ESTM Mineko Ito, s/n, galpão 1, Log Business Park;Sumaré;SP;13178540;ivan.vieira@swiftlog.com.br;0691-0715;7;29;2025
BRASIL;Lsl Transportes Ltda;4548589000118;Estrada Municipal Valêncio Calegari, nº 777 - Avenida Interna, nº 6, Prédios 7E e 7F - Nova Veneza;Sumaré;SP;13181585;fiscal1@empresainteligente.com.br;0744-0316;3;8;2026
BRASIL;Suzan Service Transportes Ltda;53886768000170;Rua Baruel, nº 55 - Fundos - Vila Costa;Suzano;SP;8675000;maurilio@suzanservice.com.br;0228-0107;10;19;2026
BRASIL;Suzanlog Logística Ltda;9187372000143;Rua José Sanches Marin, nº 700 - Vila Colorado;Suzano;SP;8616770;edgar@suzanlog.com.br;0884-0218;2;5;2028
BRASIL;Cragea - Companhia Regional De Armazéns Gerais E Entrepostos Aduaneiros;44411353000150;Rodovia Índio Tibiriçá, 12000 Km 58 - Bairro de Palmeiras;Suzano;SP;8635170;arthur.kiyotani@cragea.com.br;0229-0107;1;18;2017
BRASIL;Irapuru Transportes Ltda;88668298000153;Estrada de São Francisco, nº 460 - Jardim Maria Rosa;Taboão da Serra;SP;6775460;celson@irapuru.com.br;0029-0305;7;8;2025
BRASIL;Eadi Taubaté Ltda;3781767000193;Avenida Roberto Bertoletti, nº 1001 - Chácara Flórida;Taubaté;SP;12042045;juridico@lachmann.com.br;0895-0418;4;4;2028
BRASIL;Bracex Global Logística Ltda;11734901000123;Rua Duque de Caxias, nº 169, aptº 24 - Centro;Taubaté;SP;12020050;d.maragno@bracex.com.br;0669-0415;4;13;2025
BRASIL;Al&X Transporte E Logística Ltda - Epp;21657330000124;Rua do Belém, nº 108 - Centro;Taubaté;SP;12010790;brtoper@gmail.com;0681-0615;6;10;2025
BRASIL;Vento International Transportes Nacionais E Internacionais Ltda;18296057000145;RODOVIA VISCONDE DE PORTO SEGURO Nº 2760 BLOCO 1 3º PISO SALA A -  SÍTIO RECREIO DOS CAFEZAIS;Valinhos;SP;13278327;marco.junior@ventointernational.com.br;1348-0523;5;3;2033
BRASIL;Vento Logística E Transportes Ltda;31532157000191;Rod. Visconde de Porto Seguro, 2760, bloco 01, sala c, piso 3 -  Sítio Recreio dos Cafezais;Valinhos;SP;13278327;cesar@ventologistica;0981-0519;5;3;2029
BRASIL;AERORAFA TRANSPORTES LTDA ;1738912000128;AV. DOS ESTADOS, 904;Valinhos;SP;13274260;AERORAFATRANSPORTES@GMAIL.COM;1492-0425;4;25;2035
BRASIL;Wt Amazonia Logística Ltda;25009450000176;RUA CRISTOVAM DE VITA Nº 260 GP 16, 17 E 18 - PARTE 3 - BAIRRO DAS PEDRAS;Vargem Grande Paulista;SP;6730000;regulatorio@caefsp.com.br;1456-1124;11;27;2034
BRASIL;Wt Log Ltda;43739026000169;RUA ALFREDO ACHCAR, Nº 985, LOTE 6 QUADRA UNIC - NOVA VINHEDO;Vinhedo;SP;13284072;gustavoskiadv@outlook.com;1234-0322;3;21;2032
BRASIL;Konig Do Brasil Carga Internacional Ltda;57598542000125;Av. Independencia (Jardim São Matheus) nº 7051 - Galpão 02 - Santa Claudina;Vinhedo;SP;13284400;guerra@konig.com.br;0172-0206;3;28;2032
BRASIL;Joelma Patricia Candeo;46587902000177;RUA ELVIRA PIZZATTO FERREIRA Nº 11 - ANDAR 2 - SALA 3 - CENTRO;Araucária;PR;83702205;consultoria.ttupi@gmail.com;1365-0823;8;11;2033
BRASIL;Joelma Patricia Candeo;46587902000177;RUA ELVIRA PIZZATTO FERREIRA Nº 11 - ANDAR 2 - SALA 3 - CENTRO;Araucária;PR;83702205;joelma-1980@hotmail.com;1365-0823;8;11;2033
BRASIL;Mal Transportes Rodoviários De Cargas Ltda;3096390000133;RODOVIA BR - 476 - Nº 3105 - TINDIQUERA;Araucária;PR;83708335;MILTONLINDNER@MALTRANSPORTE.COM.BR;1350-0523;5;9;2033
BRASIL;Rodo Mar Veiculos E Máquinas Ltda;84936426000141;Av. Archelau de Almeida Torres, nº 197, 1º andar - conj. 3 - Bairro: Centro;Araucária;PR;83702185;rodomar@rodomar.com.br;0223-0107;1;18;2017
BRASIL;Transportes Rodoviários Vale Do Piquiri Ltda;76302157000133;AVENIDA MARGINAL DOUTOR EZUEL PORTES Nº 3399 - QD. 0391 - LOTE ABR2 - ÁREA RURAL DE CASCAVEL;Cascavel;PR;85820899;FISCAL.TRANSVALE@TRANSVALE.COM.BR;1099-0720;7;31;2030
BRASIL;Trugghub Desenvolvimento Em Transporte De Carga Ltda;35506775000118;R IMACULADA CONCEICAO, Nº 1430 - PRADO VELHO;Curitiba;PR;80215182;daniel@trugghub.com;1254-0522;5;18;2032
BRASIL;Transmarine Soluções Logisticas Ltda;31590673000172;RUA GENERAL MARIO TOURINHO, Nº 1805, SALA 1406 - SEMINARIO;Curitiba;PR;80740000;operacional@transmarine.com.br;1172-0621;6;22;2031
BRASIL;Sws Logística - S/S - Epp;7996749000180;Avenida Presidente Affonso Camargo, nº 2125, sala B - Cristo Rei;Curitiba;PR;80050370;rodrigo@seawards.com.br;0682-0615;6;10;2025
BRASIL;Rumo S.A. (Antiga All);2387241000160;RUA EMÍLIO BERTOLINI, Nº 100, SALA 01, CAJURU - VILA OFICINAS;Curitiba;PR;82920030;camille.viana@rumolog.com;0121-0905;10;17;2026
BRASIL;Rio Transportes Comércio E Locação De Automóveis Eireli Me;7775831000184;TRAVESSA SANTA INÊS, 40 - BACACHERI;Curitiba;PR;82515220;danibcaron;0877-1217;12;21;2027
BRASIL;Ritmo Logística S.A.;12898982000160;Rua João Kalinowski nº 170 - CIC;Curitiba;PR;81350250;tributos@ritmolog.com.br;0723-1115;11;4;2025
BRASIL;Paraná Soluções Logísticas E Transportes Ltda;3020839000180;Rua Antônio Claudino, nº 215 - Pinheirinho;Curitiba;PR;81870020;ASSISTENTEDIRETORIA@PARANATRANSPORTES.COM.BR;0657-1214;12;23;2024
BRASIL;Pinho Ltda;79608055000139;Rua General Carneiro,  nº 1.031 - Centro;Curitiba;PR;80060150;juridico@pinho.com.br;0120-0905;4;18;2033
BRASIL;Mslog Transportes E Logística Ltda;24949709000104;RUA JOÃO NEGRÃO Nº 162 - CONJ. 42 - 5º ANDAR - CENTRO;Curitiba;PR;80010200;OPERACIONAL@MSLOGTRANSPORTES.COM.BR;1064-0320;3;18;2030
BRASIL;Lozenge Log Logística E Participações Ltda;16733696000103;Rua Visconde do Rio Branco, nº 1630 - 1º andar - Centro;Curitiba;PR;80420210;fabianob@lozengeintl.com;0578-0913;9;10;2023
BRASIL;Login Transportes Nacionais E Internacionais Ltda;7067114000106;RUA PASTEUR, 463 - SALA 302 BAIRRO ÁGUA VERDE;Curitiba;PR;80250080;LSANTOS@LOGIN-INT.COM;0596-1213;12;16;2023
BRASIL;Loger Navegação Comércio E Operação De Plataformas De Logística Multimodal Ltda;14447169000107;RUA MÉXICO, Nº 1211 - BAIRRO BACACHERI;Curitiba;PR;82520190;marcelo@logernavegacao.com.br;0523-1012;10;4;2022
BRASIL;Gbr Transportes Ltda;46699616000101;RUA NILO PEÇANHA Nº 37 - SÃO FRANCISCO;Curitiba;PR;80520000;gustavoskiadv@outlook.com;1291-0922;9;15;2032
BRASIL;Gmi Transportes Internacionais Ltda;13279291000140;Rua Dr. Abel Walter Brunnquell, nº 425, Bairro Pinheirinho;Curitiba;PR;81870270;luiz.c@gimovers.com.br;1328-0223;2;13;2033
BRASIL;Atlântico Logística Multimodal Ltda;18642238000186;RUA ÉBANO PEREIRA Nº 476 - SÃO FRANCISCO;Curitiba;PR;80410240;celso@atlanticomultimodal.com.br;0589-1013;10;24;2023
BRASIL;BRADO LOGISTICA S.A.;3307926000112;Rua Emílio Bertolini, 100, Bloco B;Curitiba;PR;82920030;henrique@brado.com.br;0382-0510;11;6;2035
BRASIL;BRADO LOGISTICA S.A.;3307926000112;Rua Emílio Bertolini, 100, Bloco B;Curitiba;PR;82920030;fiscal@brado.com.br;0382-0510;11;6;2035
BRASIL;Cargolift Logística S/A;82270711000140;RUA ARTHUR MARTINS FRANCO, 880 - CIC;Curitiba;PR;81350100;vicente@cargolift.com.br;0507-0812;8;30;2022
BRASIL;Cargo Logistics Do Brasil - Logística Internacional De Cargas Ltda;5596191000110;Avenida Nossa Senhora Aparecida, 381 sala 13 - Seminário;Curitiba;PR;80440000;cargologistics@cargologistics.com.br;0173-0206;2;23;2016
BRASIL;Clemente Transportes Ltda - Me;22938131000157;Rua Presidente Pádua Fleury, nº 1309, sala 4 - Hauer;Curitiba;PR;81630240;contato@lelotransportes.com;0948-1018;10;19;2028
BRASIL;Connect Linhas Aéreas S/A;20884061000176;Rua Heitor Stockler de França, nº 396 - conjunto 1708 - Centro Cívico;Curitiba;PR;80030030;f.santos@connect-cargo.com;0887-0218;2;9;2028
BRASIL;Vt Logistics Solutions Ltda;41432943000170;Rua Heitor Stockler de França, n.º 396, Conjunto 1004, Andar 10, Cond. Neo Super Quadra Ed Bloco Neo Super Quadra Torre - Centro Cívico;Curitiba;PR;80030030;herminioantunes@uol.com.br;1327-0223;2;6;2033
BRASIL;Volvo Do Brasil Veículos Ltda;43999424000114;Avenida Juscelino Kubitscheck de Oliveira, nº 2600 – CIC;Curitiba;PR;81260900;carlos.morassutti@volvo.com;0238-0507;5;8;2017
BRASIL;Volvo Do Brasil Veículos Ltda;43999424000114;Avenida Juscelino Kubitscheck de Oliveira, nº 2600 – CIC;Curitiba;PR;81260900; monica.beckert@volvo.com;0238-0507;5;8;2017
BRASIL;RUMO MALHA SUL S.A.;1258944000126;Rua Emílio Bertolini, nº 100;Curitiba;PR;82920030;ticiano.bragatto@rumolog.com;1494-0525;5;6;2035
BRASIL;RUMO MALHA SUL S.A.;1258944000126;Rua Emílio Bertolini, nº 100;Curitiba;PR;82920030;luis.gomes@rumolog.com;1494-0525;5;6;2035
BRASIL;RUMO MALHA SUL S.A.;1258944000126;Rua Emílio Bertolini, nº 100;Curitiba;PR;82920030;camila.elen@rumolog.com;1494-0525;5;6;2035
BRASIL;Binacional Assessoria De Comércio Exterior E Logística Ltda;6182002000125;Avenida Olimpio Rafagnin, nº 5225;Foz do Iguaçu;PR;85862210;adm@binacional.com.br;0759-0616;7;17;2036
BRASIL;Binacional Assessoria De Comércio Exterior E Logística Ltda;6182002000125;Avenida Olimpio Rafagnin, nº 5225;Foz do Iguaçu;PR;85862210;habilitacaoantt@binacional.com.br;0759-0616;7;17;2036
BRASIL;ANTONIO MUNHAK & CIA LTDA;5441096000147;Rodovia BR 277, Km 721, nº 9748;Foz do Iguaçu;PR;85859688;toninho@munhaklog.com.br;0742-0216;7;13;2036
BRASIL;Transportadora Binacional Ltda;77945368000157;Avenida Olimpio Rafagnin, nº 5225, sala 1;Foz do Iguaçu;PR;85862210;adm@binacional.com.br;0195-0706;7;15;2036
BRASIL;Transportadora Binacional Ltda;77945368000157;Avenida Olimpio Rafagnin, nº 5225, sala 1;Foz do Iguaçu;PR;85862210;habilitacaoantt@binacional.com.br;0195-0706;7;15;2036
BRASIL;Transportadora Meztra Ltda;82355629000119;Avenida Moacir Júlio Silvestri, nº 2145, Térreo - Jardim Pinheirinho;Guarapuava;PR;85015370;meztra@globo.com;0604-0114;1;24;2024
BRASIL;Sotran S/A -  Logística E Transporte;3286888000169;RUA JOÃO WYCLIF, Nº 111,  SALA 2301 A 2304,  23º ANDAR,  ED. CENTRO EMPRESARIAL JARDIM SUL - GLEBA FAZENDA PALHANO;Londrina;PR;86050450;contabil@sotran.com.br;0413-0910;10;15;2031
BRASIL;Tindiana Logística E Transportes Ltda;5089654000157;RUA WALTER PEREIRA, 365 - PARQUE INDUSTRIAL CACIQUE;Londrina;PR;86072400;eliane@indianatransportes.com.br;1044-1012;12;10;2029
BRASIL;Rodoviário Matsuda Ltda;3837329000108;Rodovia PR 317, KM 02, Lote 326/339-A – Sala 01 – Gleba Patr. Maringá;Maringá;PR;87065000;lazaro@rodomatsuda.com.br;0323-0209;2;2;2019
BRASIL;Transportadora Matsuda Ltda;79139762000123;ROD. PR 317 KM 2 LOTE 341;Maringá;PR;87065000;dionemrios@uol.com.br;0618-0514;5;23;2024
BRASIL;Ottho Viagens E Turismo;12191933000192;AV. REBOUÇAS Nº 61I B - BAIRRO - ZONA 10;Maringá;PR;7030410;lutur54@hotmail.com;1117-1020;10;5;2030
BRASIL;G10  Transportes Ltda;7569161000140;RODOVIA PR 317, 4652 - Bloco 04 - Parque Industrial 200;Maringá;PR;87035510;qualidade@g10transportes.com.br;0384-0610;11;20;2030
BRASIL;International Shipping Do Brasil Ltda;18151279000170;Av. Gabriel de Lara, n° 733 - sala 01;Paranaguá;PR;83203550;atendimento@isb.srv.br;0662-0215;2;3;2025
BRASIL;Rocha Terminais Portuários E Logística S.A.;81716144000140;RUA JOÃO EUGÊNIO, Nº 922 - CENTRO;Paranaguá;PR;83203400;gdoc@ruthes.srv.br;0030-0305;3;21;2035
BRASIL;Martini Meat S/A Armazens Gerais;75294801000106;Rod. BR 277, s/nº, Km 6 - Colônia Santa Rita;Paranaguá;PR;83203540;fiscal@martinimeat.com.br;0472-0112;2;7;2032
BRASIL;Jorge Manchur & Cia Ltda;77024644000144;RUA CONSELHEIRO ZACARIAS Nº 640 - CENTRO;Pitanga;PR;85200000;FINANCEIRO@TRANSPORTESMANCHUR.COM.BR;1309-1122;11;1;2032
BRASIL;Jblog Transporte Rodoviário De Cargas Eireli;18375720000105;Rua Imperatriz Leopoldina, nº 321 - Cidade Balneária Atlântica;Pontal do Paraná;PR;83255000;luiz@rodonery.com.br;0898-0418;4;5;2028
BRASIL;Expresso Adorno Ltda;79458584000101;Rodovia Contorno  Leste, BR 116, nº 9119 - Costeira;São José dos Pinhais;PR;83015162;anderson@contabilidadeamorim.com.br;0316-1108;7;31;2034
BRASIL;Eagle Cargo Transportes E Logística Ltda - Epp;8808582000149;Rua Pedro Trevisan, nº 476 - Colônia Rio Grande;São José dos Pinhais;PR;83025580;julio.campos@eaglecargo.com.br;0926-0818;8;23;2028
BRASIL;Eagle Soluções Logísticas Ltda;28966357000148;RUA PEDRO TREVISAN, Nº 476, SALA 01 - COLONIA RIO GRANDE;São José dos Pinhais;PR;83025580;gustavokiadv@outlook.com;1201-1121;11;5;2031
BRASIL;Anjun Brasil Logística Inteligente Ltda;1730135000175;AVENIDA RUI BARBOSA, Nº 2529, GALPÃO 14 - IPÊ;São José dos Pinhais;PR;83055320;bruno@anjunbrasil.com.br;1287-0922;9;2;2032
BRASIL;Agetran - Transportes De Cargas S/A;76416718000125;Rua Maceiro, nº 366 - Jardim Aeroporto;São José dos Pinhais;PR;83200000;martini@pinho.com.br;0113-0805;8;19;2015
BRASIL;Bbm Logística S.A.;1107327000120;Alameda Bom Pastor, nº 2216 - Barro Preto;São José dos Pinhais;PR;83015810;bbm@bbmlogistica.com.br;0303-0908;10;24;2028
BRASIL;Catlog Logística De Transportes S/A;2096806000150;Av. Renault, 1300;São José dos Pinhais;PR;83075000;adauri.munhoz@groupecat.com;0050-0405;4;29;2015
BRASIL;Catlog Logística De Transportes S/A;2096806000150;Av. Renault, 1300;São José dos Pinhais;PR;83075000; gennaro.oddone@groupecat.com;0050-0405;4;29;2015
BRASIL;Loga Logística E Transportes Ltda;80583255000163;Rua Alexandre Zanchetta, nº 131 - Bairro Campina;São José dos Pinhais;PR;83015148;a.cattalini@logalogistica.com.br;0768-0616;6;22;2026
BRASIL;Tlog Transportes Ltda;11227828000101;RUA DR. MURICI, 3400 - COLONIA MURICI;São José dos Pinhais;PR;83085310;fiscal1@grupotlog.com.br;1180-0721;7;9;2031
BRASIL;Stocktrans Logistica E Transportes - Eireli;17932436000111;R. JOAQUIM ALVES FONTES, 2058 - COLONIA MURICI;São José dos Pinhais;PR;83085500;MAIKON.MEIRA@GRUPOTGSLOG.COM.BR;1046-1219;12;11;2029
BRASIL;Vrb Log Transportes Ltda;27351349000124;AV. DAS TORRES  Nº 4868 - BAIRRO - SÃO PEDRO;São José dos Pinhais;PR;88005450;everton.rodrigues@vbrlog.com.br;1039-1119;11;22;2029
BRASIL;Vrb Transportes Eireli;23787980000110;RUA SOLDADO FRANCISCO PEREIRA DOS SANTOS nº 120 - BAIRRO - CRUZEIRO;São José dos Pinhais;PR;83010470;guilherme.cordeiro@vrblog.com.br;1040-1119;11;22;2029
BRASIL;Vale Do Tibagi Transportes E Logística Ltda;75703256000164;Rodovia PR - 160, Km 224, Parque Limeira Área VII;Telêmaco Borba;PR;84269090;herminioantunes@uol.com.br;1317-1222;12;22;2032
BRASIL;David Representações Comerciais Ltda;31442779000129;Estrada Velha de Joinville, 8888 - Rio de Uma;Tijucas do Sul;PR;83190000;davidlessa@icloud.com;1247-0522;5;5;2032
BRASIL;Bayer Logística Ltda;21212202000177;RUA 1.822, Nº 400 - SALA 1.603,  EDIF. CIAPLAN EMPRESARIAL - CENTRO;Balneário Camboriú;SC;88330484;ADAMO.BAYER@BAXLOG.COM.BR;0656-1214;12;23;2024
BRASIL;Vmlog Logística Internacional Ltda;7658436000111;Rua 1500, 384 - Centro;Balneário Camboriú;SC;88330524;iara@vmlog.com.br;0259-1007;10;4;2017
BRASIL;Akamai Soluções Logisticas E Importação Ltda;25196194000173;RUA LEANDRO DELCASTANHER RODRIGUES, 432 - SALA 02  - ITAJUBA;Barra Velha;SC;88390000;aislan.sassi@akamaisl.com.br;1381-0923;9;26;2033
BRASIL;Transben Transportes Ltda.;3523549000159;Avenida Primeiro de Maio, nº 900, Galpão A - Primeiro de Maio;Brusque;SC;88353202;contabil@transben.com.br;1392-1223;12;8;2033
BRASIL;Transportes Ari Ltda;85155372000140;RUA MAX BECKER, Nº 480 - BAIRRO FRAGOSOS;Campo Alegre;SC;89294000;administrativo3@transportesari.com.br;1243-0422;4;26;2032
BRASIL;Mendes & Koch Ltda;74006115000120;RUA ANTONIO LUIZ BITTENCOURT, 339, SALA 02 - BAIRRO -  ALVORADA;Capivari de Baixo;SC;84745000;norberto@jnmk.com.br;1019-0919;9;23;2029
BRASIL;Coopercarga S/A;81800849000141;RUA MARECHAL DEODORO N.º 36 - BAIRRO CENTRO;Concórdia;SC;89700904;internacional@abti.org.br;1259-0522;5;24;2032
BRASIL;Cargo Brasil Ltda;3362521000187;RODOVIA EMILIO MANKE JR, 715, SALA 01 - BEIRA RIO;Guaramirim;SC;89270000;controladoria.mtz@cargobrasil.com;1030-1019;3;14;2033
BRASIL;Transreis - Transportes E Operador Logístico Ltda;31128830000122;RUA HERCÍLIO JOSÉ FERNANDES, 128 ,  BAIRRO BARRACÃO;Içara;SC;88820000;contabilidade3@eskimo.com.br;1408-0224;2;21;2034
BRASIL;Terminal Intermodal Sul S.A.;19675338000171;Rod. Lino Zanolli, nº 4055, sala  01 - Bairro Aurora;Içara;SC;88820000;acacio.braga@otimizacont.com.br;0655-1214;12;23;2024
BRASIL;Sul Norte Logística Ltda;80475007000107;Avenida Marieta Konder Bornhausen, nº 2901 - Nova Brasília;Imbituba;SC;88780000;rubia@sulnortelogistica.com.br;0957-1218;12;10;2028
BRASIL;Smx Logistics Transporte Multimodal Ltda;50188007000157;Rua Fritz Schneider, nº 7, Andar 1 e 2,  Sala B - Fazenda;Itajaí;SC;88301668;nadio.nunes@safftransportes.com.br;1352-0523;5;30;2033
BRASIL;Taglog Serviços Logísticos Ltda;10635834000127;Rua César Augusto Dalçoquio, nº 4255 - Galpão A e B - Salseiros;Itajaí;SC;88311500;arlindo.alves@taglog.com.br;0873-1117;11;27;2027
BRASIL;Rrs Serviços Auxiliares De Transportes Aéreo Eireli;28327684000150;Rua Uruguai, 122, sala 03, box 28 - Centro;Itajaí;SC;88302200;contato@gpcontabilidade.net;0965-0119;1;15;2029
BRASIL;Samba Logística E Transportes Internacionais Ltda;14044345000151;RUA MANOEL VIEIRA GARÇÃO Nº 120 - SALA 1002 - CENTRO;Itajaí;SC;88301425;FINANCEIRO01@SAMBALOGISTICS.COM;1090-0720;7;10;2030
BRASIL;Servicargo Transportes Rodoviários Ltda;1832166000137;Avenida Teporti, nº 101 - sala 02 - Cordeiros;Itajaí;SC;88311460;juniorpedroni@servicargo.com.br;0773-0716;7;4;2026
BRASIL;Uwl Do Brasil Operadora Multimodal Ltda;13753483000147;Rua Doutor  Pedro Ferreira nº 333 - Salas 1901 à 1907 - Edificio Absolute Busines - Centro;Itajaí;SC;88301030;APBRA@SHIPUWL.COM;0998-0619;6;19;2029
BRASIL;Unity Logística E Transportes Ltda;23104878000172;Rua Camboriú;Itajaí;SC;88301451;nirio@unicalog.com.br;0729-1115;1;16;2036
BRASIL;Unity Logística E Transportes Ltda;23104878000172;Rua Camboriú;Itajaí;SC;88301451;financeiro@unitylogistics.com.br;0729-1115;1;16;2036
BRASIL;Marcio Glei Gularte Farias;18164235000184;RUA HILDA BREITTENBAUCH, Nº 80 - VILA OPERARIA;Itajaí;SC;88303005;marcio.farias@atlglobalshipping.com;0565-0713;7;17;2023
BRASIL;Multilog Armazéns Gerais E Logística S/A;11101147000194;Rodovia Deputado Antonio Heil, nº 429 - sala 20 - Bairro Itaipava;Itajaí;SC;88316701;armindo.leiva@multilog.com.br;0431-0311;3;28;2021
BRASIL;Multilog S/A;78614229000103;Rodovia Deputado Antonio Heil, nº 4999 - Bairro Itaipava;Itajaí;SC;88316003;marcelo.muller@multilog.com.br;0083-0605;9;8;2025
BRASIL;Logic Pharma Logística E Armazéns Gerais  Ltda;21372384000143;Rodovia Antonio Heil,  Nº 1.001, Km 01, Galpão 11 - Itaipava;Itajaí;SC;88316001;thiago.borlenghi@ibllogistica.com.br;1031-1019;10;25;2029
BRASIL;Lions Logistica Internacional E Agenciamento De Cargas Ltda;19493112000150;Rua Indaial, nº 424 - sala 06 - Dom Bosco;Itajaí;SC;88303300;leandro@lionslogistics.com.br;0890-0218;2;26;2028
BRASIL;Otmex Brasil Transporte Multimodal Ltda;29584183000111;Rua Bertolino Serpa, 501, sala 07, galpão 01 - Bairro Salseiros;Itajaí;SC;88311547;vanessa.provesi@auditar.com.br;1080-0520;5;15;2030
BRASIL;Orsi Logística Ltda;13872662000101;RUA DOUTOR REINALDO SCHMITHAUSEN, Nº  407, SALA E - CORDEIROS;Itajaí;SC;88310000;contato@ollogistica.com.br;1356-0623;6;26;2033
BRASIL;Platinum Log Armazéns Gerais Ltda;12680452000140;Rua Cesar Augusto Dalçoquio, nº 5001, galpão 3, Salseiros;Itajaí;SC;88311500;gustavo@terminaispl.com.br;0924-0818;8;21;2028
BRASIL;Phs Transportes Ltda;43312110000100;Rua Izaura Dalago, nº 29, Vila Operária;Itajaí;SC;88304110;phslog@outlook.com;1399-0124;1;16;2034
BRASIL;Nelson Heusi Logística E Armazéns Gerais Ltda;9211360000107;RUA JOSÉ PEREIRA LIBERATO, Nº 1710, GALPÃO 06 - SÃO JOÃO;Itajaí;SC;88303401;seveiculos@seveiculos.etc.br;1176-0621;6;25;2031
BRASIL;BRP LOGÍSTICA LTDA;18354383000161;DOUTOR PEDRO FERREIRA, NÚMERO 155;Itajaí;SC;88301410;brpartners@brpartners.net;0658-1214;8;14;2035
BRASIL;BRP LOGÍSTICA LTDA;18354383000161;DOUTOR PEDRO FERREIRA, NÚMERO 155;Itajaí;SC;88301410;jonas.pelegrini@brplog.com;0658-1214;8;14;2035
BRASIL;Cronos Logística Ltda;30080685000194;RUA CAMBORIÚ Nº 26 - SALAS 402 E 403 - ED. VÉRTICE 4º ANDAR - CENTRO;Itajaí;SC;88301450;COMPLIANCE@CRONOSLOGISTICS.COM.BR;1135-0121;1;12;2031
BRASIL;Conexao Maritima - Servicos Logisticos S.A.;8473312000124;ROD, BR 101, KM 112 N°700 - BAIRRO - SALSEIRO;Itajaí;SC;88311600;flnanceiro@cmaritima.com.br;1066-0320;3;20;2030
BRASIL;Amtrans Logística E Transportes Internacionais Ltda;4517940000103;Avenida Ministro Victor Konder, nº 1030 - 2º andar - Fazenda;Itajaí;SC;88301701;s.silva@amtrans.com.br;0202-0906;4;10;2027
BRASIL;B&M Logística Internacional Ltda;7720307000106;RUA JOÃO MELO, Nº 35 -  CENTRO;Itajaí;SC;88302004;alexandre@bmlog.com.br;0612-0314;3;20;2024
BRASIL;Dmx Logística Ltda;10651736000183;RUA BERTOLINO SERPA, Nº 250 - SALSEIROS;Itajaí;SC;88311547;contabilidade@dmxcargo.com;1169-0621;6;18;2031
BRASIL;Elo Soluções Logísticas Integradas Ltda;31626973000164;Rua Pedro Ferreira, nº 333, Salas 701, 702 e 703;Itajaí;SC;88301030;ricardo@elo.log.br;1162-0521;5;26;2031
BRASIL;Elo Soluções Logísticas Integradas Ltda;31626973000164;Rua Pedro Ferreira, nº 333, Salas 701, 702 e 703;Itajaí;SC;88301030;fiscal@elo.log.br;1162-0521;5;26;2031
BRASIL;Fad Transportes Ltda;43672068000120;AVENIDA VEREADOR ABRAHAO JOÃO FRANCISCO, Nº 2957 , BOX 14 - RESSACADA;Itajaí;SC;88307303;flaviovicini@hotmail.com;1402-0124;1;26;2034
BRASIL;Kai Do Brasil Navegação E Logística Ltda;51277418000181;Avenida Getúlio Vargas, 162 - Sala 01 - Box 01 e 02 - Vila Operária;Itajaí;SC;88303220;aislan.sassi@akamaisl.com.br;1383-1023;10;31;2033
BRASIL;Krg Logística Ltda;20976666000197;Avenida Ministro Victor Konder, nº 200, sala 101 B - Centro;Itajaí;SC;88301700;krg@krg-log.com.br;0897-0418;4;4;2028
BRASIL;Granson Transportes Multimodal Ltda;19614199000176;AVENIDA CORONEL MARCOS KONDER Nº 1207 - SALA 158 (G-157) - CENTRO;Itajaí;SC;88301902;adamo.bayer@grason.com.br;0633-0814;8;4;2024
BRASIL;Vs Transportes Ltda;9423645000101;AVENIDA MARIO URIARTE, Nº 805 - CORDEIROS;Itajaí;SC;88310697;thiago@vstransportes.com.br;1447-1024;10;3;2034
